sentence_en,sentence_es_googletranslate,label
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .","""Hemos analizado el Kaupthing Bank Suecia y encontramos un negocio que encaja bien en Alandsbanken"", dijo el director ejecutivo de Alandsbanken, Peter Wiklof, en un comunicado.",2
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .","16 de julio de 2010 - El fabricante de acero finlandés Rautaruukki Oyj HEL: RTRKS, o Ruukki, anunció hoy que obtuvo un beneficio neto de 20 millones de euros en el segundo trimestre de 2010, frente a una pérdida neta de 94 millones de euros en el mismo período del año anterior.",2
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,"28 de octubre de 2010 - Raute Oyj HEL, proveedor finlandés de tecnología de productos de madera: RUTAV anunció hoy que obtuvo un beneficio neto de 3 millones de euros en los primeros nueve meses de 2010, frente a una pérdida neta de 5,2 millones de euros en el mismo período del año anterior.",2
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .","3 de febrero de 2011 - El proveedor finlandés de sistemas de comunicación de datos de banda ancha Teleste Oyj HEL: TLT1V dijo ayer que su beneficio neto se disparó a 4,8 millones de euros en 2010 desde 416.000 euros en 2009 y elevó su propuesta de dividendo.",2
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .","AUSTIN, Texas, 6 de septiembre - El Departamento de Transporte de Texas adjudica contrato para equipos de compresión y distribución de video de Teleste.",2
"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today .","acuerdo con SHB 30 de diciembre de 2009 - El grupo de servicios financieros finlandés Aktia HEL: AKTAV ha concluido un acuerdo de creación de mercado con Svenska Handelsbanken STO: SHB A, o SHB, según anunciaron hoy ambas partes.",2
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .","4 de febrero de 2011 - El proveedor finlandés de sistemas de comunicación de datos de banda ancha Teleste Oyj HEL: TLT1V dijo el miércoles que su beneficio neto se disparó a 4,8 millones de euros en 2010 desde 416.000 euros en 2009 y elevó su propuesta de dividendo.",2
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,"El director general de la empresa, Tarmo Noop, dijo que el crecimiento en la venta de cervezas premium fue el más grande.",2
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .","Cargotec Corporation, comunicado de prensa, 26 de agosto de 2008 a las 10 a.m., hora de Finlandia El área de negocios MacGREGOR de Cargotec, que ofrece soluciones de manejo de carga marítima y manejo de carga en alta mar, ha recibido un importante pedido de modernización de grúas en alta mar.",2
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .","El EBIT ascendió a 14,4 millones de euros, frente a una pérdida de 0,3 millones de euros en el mismo período de 2009.",2
Finnish construction company Lemminkainen Oyj HEL : LEM1S said yesterday that it would build a plastic film extrusion plant for packaging materials supplier Ab Rani Plast Oy at Lemminkainen 's Kaluga industrial park in Russia .,La empresa constructora finlandesa Lemminkainen Oyj HEL: LEM1S dijo ayer que construiría una planta de extrusión de película plástica para el proveedor de materiales de embalaje Ab Rani Plast Oy en el parque industrial Kaluga de Lemminkainen en Rusia.,1
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .","El proveedor finlandés de sistemas de comunicación de datos de banda ancha Teleste Oyj HEL: TLT1V dijo ayer que volvió a un beneficio neto de 2,7 millones de euros (3,8 millones de dólares) durante los primeros nueve meses de 2010, frente a una pérdida neta de 579.000 euros durante el mismo período de 2009.",2
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,"El fabricante finlandés de embalajes para el consumidor Huhtamaki Oyj dijo que pasó de una pérdida neta de 2,6 millones de euros (3,3 millones de dólares) en el mismo período de 2005 a un beneficio neto de 84,1 millones de euros (105,6 millones de dólares) en los primeros nueve meses de 2006.",2
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .","El grupo finlandés de atención odontológica Oral Hammaslaakarit Oyj registró un beneficio neto total de 849.000 euros (1,1 millones de dólares) en los nueve primeros meses de 2006, frente a una pérdida neta de 331.000 euros (421.000 dólares) en el mismo período de 2005.",2
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .","La consultora finlandesa de TI Satama Interactive Oyj registró un beneficio neto de 1,4 millones de euros (2,0 millones de dólares) en los nueve primeros meses de 2007, en comparación con una pérdida neta de 462.000 euros (664.000 dólares) en el mismo período de 2006.",2
Glaston also has efficiency measures in all other units .,Glaston también tiene medidas de eficiencia en todas las demás unidades.,1
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .","El crecimiento más fuerte se registró en los negocios de operadores de Internet, operadores móviles y operadores de cable de F-Secure.",2
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .","El fabricante finlandés de maquinaria para pulpa y papel Vaahto Group Oyj obtuvo un beneficio neto de 1,1 millones de euros (1,4 millones de dólares) en el ejercicio fiscal 2005-06, finalizado el 31 de agosto de 2006, desde una pérdida neta de 249.000 euros (319.000 dólares) en el ejercicio fiscal 2004-05.",2
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,"Okmetic Oyj, fabricante finlandés de obleas de silicio, anunció que obtuvo un beneficio neto de 4,9 millones de euros (6,3 millones de dólares) en los nueve primeros meses de 2006, frente a una pérdida neta de 1,8 millones de euros (2,3 millones de dólares) un año antes.",2
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,"Por lo tanto, parece que la naviera finlandesa Viking Line obtendrá el subsidio que necesita para encargar su nuevo buque propulsado por GNL.",2
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .","Jarmo Honkamaa, director del negocio de refinación de petróleo de Neste Oil, dice que la situación parece prometedora desde su punto de vista.",2
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .","En el segundo trimestre de 2010, el beneficio neto de la empresa fue de 1,7 millones de euros, en comparación con una pérdida neta de 1,3 millones de euros en abril-junio de 2009.",2
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .","Mformation y Nokia señalaron que han establecido acuerdos de interoperabilidad que cubren la gestión de dispositivos móviles basada en estándares y comercialmente probada, así como la seguridad de los dispositivos móviles y la gestión de aplicaciones móviles.",2
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU","ADP News - 6 de noviembre de 2008 - El desarrollador finlandés de software minorista Aldata Solution Oyj OMX: ALD1V dijo hoy que obtuvo un beneficio neto de 2,1 millones de euros (2,7 millones de dólares) durante los primeros nueve meses de 2008 frente a una pérdida neta de la UE",2
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million","ADP News - 25 de febrero de 2009 - El fabricante finlandés de placas de circuito impreso (PCB) Aspocomp Group Oyj HEL: ACG1V anunció hoy que obtuvo un beneficio neto de 300.000 EUR (385.000 USD) en 2008 frente a una pérdida neta de 65,3 millones de EUR.",2
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .","millones de euros y un beneficio antes de impuestos de 46,4 millones de euros, frente a los 35,8 millones de euros del tercer trimestre de 2006.",2
"Net sales will , however , increase from 2005 .","Sin embargo, las ventas netas aumentarán a partir de 2005.",2
"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat .","Nokia entregará a Indosat una red de radio WCDMA 3G-HSPA, incluida la estación base WCDMA modular y de alta capacidad Nokia Flexi.",1
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,"El beneficio operativo ascendió a 17,7 millones de euros, frente a los 17,6 millones de euros del mismo período del año 2007.",2
"Order intake , on the other hand , is expected to be stronger than in 2007 .","Por otra parte, se espera que la entrada de pedidos sea mayor que en 2007.",2
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .","Outokumpu de Finlandia, fabricante de acero inoxidable, planea firmar un acuerdo de suministro con los ferrocarriles indios.",2
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .","El beneficio después de impuestos fue de 0,1 millones de euros, frente a -0,4 millones de euros el año anterior.",2
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,"El beneficio del periodo fue de 15,6 millones de euros, frente a los 14,1 millones de euros del año 2007.",2
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .","El beneficio por acción diluido trimestral de las operaciones continuadas se situó en 0,21 euros, frente a los 0,12 euros del año anterior.",2
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,"Rapala estima que sus ventas netas para 2008 aumentarán entre un 8,0 % y un 12 % asumiendo los tipos de cambio de 2007.",2
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",Los derechos de exportación rusos activarán la cosecha en Finlandia y las ventas en Rusia también aumentarán.,2
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,"La rentabilidad sobre el capital se situó en el 18,3%, frente al 15,4% del tercer trimestre de 2005.",2
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .","Raute registró un beneficio neto de 1,8 millones de euros (2,6 millones de dólares) en el tercer trimestre de 2007, en comparación con una pérdida neta de 299.000 euros (430.000 dólares) en el mismo período de 2006.",2
The company expects net sales to significantly increase from 2009 .,La compañía espera que las ventas netas aumenten significativamente a partir de 2009.,2
"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .",Bristol Port Company ha cerrado un contrato de un millón de libras con Cooper Specialised Handling para suministrarle cuatro apiladores retráctiles personalizados de 45 toneladas de Konecranes.,2
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .","Tectia Corporation HEL: TEC1V, un proveedor de soluciones de seguridad en tiempo real, anunció hoy que ha designado a LAN2LAN, un proveedor de servicios de TI en el Reino Unido, para distribuir su software de seguridad de datos y gestión de transferencia de archivos.",2
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .","El beneficio neto de la empresa ascendió a 55,5 millones de euros, lo que supone un 36% más que en el año 2004.",2
"The contract traded at an all-time high of $ 50,200 a ton on April 24 .",El contrato se cotizó a un máximo histórico de 50.200 dólares por tonelada el 24 de abril.,1
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .","La compañía dijo que suministrará la red de radio WCDMA 3G-HSPA, incluida la estación base modular y de alta capacidad Nokia Flexi WCDMA en Java Oriental, Bali, Sumatra y Batam.",2
"The EBITDA was EUR116m compared to EUR115m , corresponding to an EBITDA margin of 33 % .","El EBITDA fue de 116 millones de euros frente a 115 millones de euros, lo que corresponde a un margen EBITDA del 33%.",2
The fund at fair value will increase correspondingly .,El valor razonable del fondo aumentará proporcionalmente.,2
The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million .,Se estima que el impacto de esta adquisición en las ventas netas de Teleste para 2010 será de aproximadamente 2 millones de euros.,1
"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .","El valor razonable de las propiedades de inversión ascendió a 2.299,9 millones de euros, frente a los 2.229,5 millones de euros del mismo período de 2009.",2
The optimization of the steel components heating process will reduce the energy consumption .,La optimización del proceso de calentamiento de componentes de acero reducirá el consumo de energía.,2
The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln .,"Se espera que el impacto de la compra en las ventas netas de TietoEnator para 2008 sea de unos 11 millones de euros (15,9 millones de dólares).",1
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,La proporción de pasajeros estonios y lituanos en la ruta Tallin-Helsinki también aumentó en julio.,2
These savings will have full impact as of the beginning of 2007 .,Estos ahorros tendrán pleno impacto a partir de principios de 2007.,1
This new partnership agreement represents a significant milestone for both parties .,Este nuevo acuerdo de asociación representa un hito importante para ambas partes.,2
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,Esta asignación fortalece la posición de Poyry como proveedor internacional de servicios de ingeniería y proyectos para la industria de procesos químicos.,2
"Together , Yahoo and Nokia said they will continue to deliver Internet experiences that address the core needs of consumers , developers , operators and advertisers .","Juntos, Yahoo y Nokia dijeron que continuarán ofreciendo experiencias de Internet que aborden las necesidades principales de consumidores, desarrolladores, operadores y anunciantes.",1
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .","A través del acuerdo, Ramirent ampliará la gama de equipos y servicios que ofrece a Destia, dijo el director general de Ramirent Finlandia, Kari Aulasmaa.",2
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .","La representante letona de Tiimari, Ineta Zaharova, dijo que la compañía obtuvo un beneficio de 122.000 LVL en 2005, lo que es 20 veces más que en 2004.",2
The forecast for 2012 is 3.3 % .,"La previsión para 2012 es del 3,3%.",1
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .","- Inge Larsen (CFO), 29.045 acciones, representativas del 0,50 % del capital social.",1
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .","Con esta adquisición, Panostaja amplía aún más su área de negocio especializada en la impresión digital, que hasta ahora estaba formada por las filiales Kopijyva Oy y Sokonet Oy.",2
The company is listed on the Nordic Exchange in Helsinki .,La empresa cotiza en la Bolsa Nórdica de Helsinki.,1
"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .","Incap Contract Manufacturing llevará a cabo la fabricación de estos acuerdos en su fábrica de Tumkur, cerca de Bangalore.",1
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",Será operado por Nokia y respaldado por su sistema de gestión de servicios y redes Nokia NetAct.,1
"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .","El capital social de Alma Media Corporation (ID empresarial 1944757-4) es de 45.031.513,80 EUR y está dividido en 75.052.523 acciones.",1
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,Comptel Corporation publicará sus estados financieros de 2008 el 12 de febrero de 2009.,1
"Finnish L&T Recoil , a company specialising in used oil regeneration , is building a facility in Hamina in Finland in 2008 .","La empresa finlandesa L&T Recoil, especializada en la regeneración de aceite usado, está construyendo una instalación en Hamina, Finlandia, en 2008.",1
The shops are located in the capital region and the Paijat-Hame region .,Las tiendas están ubicadas en la región capitalina y en la región de Paijat-Hame.,1
28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .,"28 de enero de 2011 - El operador del centro tecnológico finlandés Technopolis Oyj (HEL: TPS1V) anunció hoy que invertirá 22,5 millones de euros en la construcción de la segunda fase de unas instalaciones de oficinas en Tampere.",1
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,La facturación neta anual de la unidad es de unos 5 millones de euros y actualmente emplea a unas 55 personas.,1
Name of Company in which holdings have been acquired : Citycon Oyj 2 .,Nombre de la empresa en la que se han adquirido participaciones: Citycon Oyj 2.,1
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .","El siguiente día laborable los clientes podrán consultar desde su ordenador de casa cómo se reparten sus compras entre los distintos grupos de ingredientes, cuánta energía contienen los distintos productos y cuál es el contenido nutricional de todas las compras.",1
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,La aerolínea dijo que su agencia de viajes Area venderá la mayoría de sus puntos de venta a la cadena hermana Suomen Matkatoimisto (SMT) y utilizará su presencia física restante para apuntar principalmente a clientes comerciales en el futuro.,1
"BasWare is headquartered in Espoo , Finland .","BasWare tiene su sede en Espoo, Finlandia.",1
"The store is located in Poznan in a shopping center named Pestka , the company added .","La tienda está ubicada en Poznan, en el centro comercial Pestka, añadió la compañía.",1
"According to the Act , universities can now acquire private funding .","Según la ley, las universidades ahora pueden obtener financiación privada.",1
Asian traffic declined by 3.4 per cent .,"El tráfico asiático disminuyó un 3,4 por ciento.",0
"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .","Los otros asientos serían para Edgar Edmonds, un estadounidense con experiencia en la industria textil y minorista, y Christian Fischer, un austriaco con experiencia en el negocio de artículos para deportes de invierno.",1
"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand .","Siguiendo su estrategia, Tikkurila ha establecido una empresa de ventas de su propia propiedad, TOO Tikkurila, en Almaty, Kazajstán, para comercializar pinturas decorativas bajo la marca finlandesa Tikkurila y la marca rusa Teks.",1
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",Los 5.700 empleados de Ahlstrom atienden a clientes a través de oficinas de ventas e instalaciones de producción en más de 20 países en seis continentes.,1
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .","Raute, con sede en Nastola, Finlandia, es una empresa de tecnología que presta servicios a la industria de productos de madera en todo el mundo.",1
"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .","El fabricante de productos de consumo Fiskars Corp. abrirá un centro de distribución y almacenamiento en Southaven, creando 100 puestos de trabajo.",2
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .","Según las últimas informaciones, Benefon lanzará su dispositivo Twig el 20 de septiembre de 2006.",1
"The joint venture will invest about EUR 500,000 in production technology straight away .",La empresa conjunta invertirá inmediatamente unos 500.000 euros en tecnología de producción.,1
He will report to CapMan Plc 's CEO Heikki Westerlund .,"Reportará directamente al CEO de CapMan Plc, Heikki Westerlund.",1
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,Atria también comprará las acciones de Kauhajoen Teurastamokiinteistot Oy (propiedad del matadero de Kauhajoki) a la Cooperativa Itikka.,1
The price will be specified at the completion date .,El precio se especificará en la fecha de finalización.,1
A total of $ 78 million will be invested in the project .,En total se invertirán en el proyecto 78 millones de dólares.,1
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",La consultora informática finlandesa Satama Interactive Oyj anunció el 13 de noviembre de 2006 que Jarmo Lonnfors asumió el cargo de CEO.,1
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",""" Nordea es definitivamente demasiado grande para que Sampo la adquiera "" , dijo un analista "" Pero Sampo parece tener una agenda para Nordea antes de la privatización "" .",1
`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .,""" Las soluciones de convergencia fijo-móvil representan una propuesta de valor clave en el mercado de las comunicaciones actual .",1
`` There is no room to modify the share component as we have already indicated . '',"""No hay margen para modificar el componente share como ya hemos indicado"".",1
`` We could be there .,""" Podríamos estar allí .",1
`` We were the lowest bidders and now the final approval is awaited . '',“Fuimos los que ofrecimos la oferta más baja y ahora se espera la aprobación final”.,2
"128,538 shares can still be subscribed for with Series E share options , max .","Todavía se pueden suscribir 128.538 acciones con opciones sobre acciones de la Serie E, como máximo.",1
15 November 2010 - Finnish energy company Fortum Oyj HEL : FUM1V said today it and partners started negotiations to establish a new operating model for energy supply in the Turku region of western Finland .,"15 de noviembre de 2010 - La compañía energética finlandesa Fortum Oyj HEL: FUM1V anunció hoy que junto a sus socios iniciaron negociaciones para establecer un nuevo modelo operativo para el suministro de energía en la región de Turku, en el oeste de Finlandia.",1
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .","13.00 h Oficina central del Nordea Bank 19 3-ya ulitsa Yamskogo Polya, Edificio 1 Teléfono: 495 777-34-77 ext. 3932, 3931 03.02.2011 Unimilk - EGM 03-04 .02 .2011 Se celebrará la XVI cumbre empresarial internacional Food Business Russia 2011.",1
"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com","H1 '08 H1 '07 T2 '08 T2 '07 en millones de euros, salvo que se indique lo contrario Ventas netas 386 328,6 201 160,7 Beneficio operativo 46,3 35,8 23,2 9,5 Beneficio antes de impuestos 33,6 26,9 18,7 5,1 Beneficio neto 25,1 25,4 14 4,0 EPS en euros 2,20 2,36 1,24 0,38 1,0 euro = $ 1,60 www.componenta.com",1
A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,La reunión de accionistas de Glisten para votar sobre la oferta se celebrará el 12 de marzo.,1
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .","El mismo día, a las 10:30 horas, se celebrará una reunión para los medios de comunicación y analistas en la sede central de Stonesoft en Helsinki, Italahdenkatu 22 A. El informe provisional será presentado por el CEO de Stonesoft, Ilkka Hiidenheimo.",1
"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",La empresa de embalajes Huhtamaki Oyj informó el lunes que se han emitido un total de 561.470 nuevas acciones de la compañía en base a suscripciones de acciones según su plan de derechos de opción de 2003.,1
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-á801-á6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .","La repetición estará disponible hasta el 27 de octubre de 2006 en los siguientes números: desde EE.UU.: +1 617-á801-á6888, desde fuera de EE.UU.: +44 20 7365 8427, código de acceso: 2659 5401.",1
"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''","Un portavoz dijo: ""El centro de almacenamiento de alimentos, sujeto al apoyo del consejo y local, podría incluir un supermercado o una tienda más pequeña y otros puntos de venta especializados, y esto se confirmará después de consultar con el consejo y la comunidad local sobre los usos y ocupantes apropiados"".",1
"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -« HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software .","Un total de 185 SI certificados por Wonderware están disponibles para integrar y dar soporte a productos Wonderware como el software InTouch -« HMI, IndustrialSQL Server historian, Wonderware Information Server, el software DT Analyst o el software QI Analyst SPC.",1
A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,"A. Le Coq tenía una cuota de mercado del 41,3 por ciento y el grupo rival de bebidas Saku del 32,1 por ciento.",1
Absolut Bank is exploring the possibility of further borrowing .,Absolut Bank está explorando la posibilidad de obtener más préstamos.,1
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .","Aproximadamente el 36 % provino de Aspo Chemicals, el 39 % de Aspo Shipping y el 25 % de Aspo Systems.",1
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,Aker Yards Finland comenzará a utilizar subcontratistas chinos en sus astilleros finlandeses.,1
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+ñnsi-Kalkkuna to produce turkey meat .,Las empresas finlandesas de la industria alimentaria HK Ruokatalo y Atria formarán una empresa conjunta llamada L+ñnsi-Kalkkuna para producir carne de pavo.,2
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .","Aproximadamente el 72% de las acciones del Grupo Evraz pertenecen a Lanebrook, cuyos beneficiarios son, por un lado, Millhouse, la sociedad holding de los activos del multimillonario Roman Abramovich y sus socios comerciales (50%), y por otro, los ejecutivos de Evraz Alexander Abramov y Alexander Frolov (50%).",1
Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .,La empresa finlandesa de la industria alimentaria L+ñnnen Tehtaat está planeando cambios en su negocio de productos pesqueros.,1
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,La empresa finlandesa de inversión inmobiliaria Citycon planea emitir bonos convertibles subordinados dirigidos a inversores institucionales.,1
Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,"Uponor, proveedor finlandés de sistemas de fontanería y calefacción, despedirá temporalmente a toda su plantilla en Finlandia durante dos semanas a partir de mediados de julio de 2009.",0
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .","En Finlandia, Hamina Cargo Terminal, de la empresa finlandesa Nurminen Logistics, ha adquirido un almacén con derechos de arrendamiento de suelo en el puerto de Hamina.",1
"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+Ñne , southern Sweden .","Scan, miembro del Grupo HK Ruokatalo en Finlandia, está lanzando un matadero conjunto con el equipo Ugglarp en Skövre, en el sur de Suecia.",1
