id,text,target,target_sentiment,companies_sentiment,consumers_sentiment
1855028.0,Crédit Agricole rompe el proceso de fusión de Bankoa con Ipar Kutxa,Crédit Agricole,negative,negative,neutral
1871204.0,El sector de renovables denuncia que la moratoria se lleva por delante inversiones por 62.000 millones,moratoria,negative,negative,neutral
1680269.0,Siliken no ve la luz con los bancos y suspende pagos,Siliken,negative,negative,neutral
1579061.0,Fitch ratifica la nota de Bankia y mantiene su perspectiva negativa,Fitch,negative,negative,neutral
66387.0,La reforma eléctrica mete presión a la opa de IFM por Naturgy,reforma ELéctrica,negative,negative,neutral
1804404.0,"Montilla: ""Proponer el concierto sólo lleva a la frustración y alimenta el agravio""",MONTILLA,negative,negative,neutral
1489665.0,Kirchner pone más condiciones para el giro de dividendos al exterior,Kirchner,negative,negative,neutral
6078880.0,"La inflación pesa en las ganancias de Vidrala, que bajan casi un 9%",VIDRALA,negative,negative,neutral
1885300.0,Nueva rebaja masiva a la banca española: Moody’s degrada la nota a 16 entidades,banca española,negative,negative,neutral
1228556.0,Trump acusa a Google de ocultar noticias positivas sobre él y amenaza con actuar,Trump,negative,negative,neutral
1690591.0,IAG descarta la fusión de Vueling e Iberia Express tras la opa,IAG,negative,negative,neutral
1807518.0,Los inversores acorralan a la banca en bolsa,inversores,negative,negative,neutral
37603.0,Los grandes 'proxy' discrepan por la reelección de Pallete,grandes 'proxy',negative,negative,neutral
1709214.0,"Amorim reduce al 0,7% su participación en el capital de Popular",Amorim,negative,negative,neutral
1718819.0,Moody's empeora a 'negativa' la perspectiva de la nota de Grifols,Moody's,negative,negative,neutral
1599106.0,"El director general de Santander, sobre Botín: ""Ha sido un golpe durísimo""",DIRECTOR GENERAL DE SANTANDER,negative,negative,neutral
1804734.0,Nou Temple asegura que la CAM le bloquea créditos firmados,CAM,negative,negative,neutral
1880502.0,La CEV marca distancias con AVE delante de Fabra,CEV,negative,negative,neutral
1803059.0,El Gobierno sume a las grandes constructoras en el caos contable,Gobierno,negative,negative,neutral
1800648.0,Koro Castellano deja la dirección de Tuenti,Koro CastELlano,negative,neutral,neutral
1871368.0,RTVE aprueba el recorte de sueldos a directivos y presentadores,RTVE,positive,positive,positive
1687184.0,Vodafone y Orange advierten a Telefónica de que acudirán a la CMT si obstaculiza la competencia en fibra,Vodafone,negative,negative,neutral
1838014.0,La CEOE espera que el Gobierno no les castigue en la reforma de los convenios,Gobierno,negative,negative,neutral
1836346.0,Ebay y Paypal demandan a Google por su sistema de pago mediante el móvil,Ebay,negative,negative,neutral
9027.0,La CNMV pide explicaciones a Repsol por su multimillonaria reconversión ecológica,CNMV,negative,negative,neutral
1788140.0,Moody's y S&P estudian rebajar la calificación de REE,Moody's,negative,negative,neutral
1838209.0,La agencia Fitch deja la calificación de Nokia al borde del 'bono basura',agencia Fitch,negative,negative,neutral
1861516.0,El Frob encuentra más pérdidas y más mora en la CAM,CAM,negative,negative,neutral
767608.0,Hostelería: el dilema de reabrir o no,HosteLEría,negative,negative,neutral
315658.0,Los taxistas madrileños exigen por ley un recorrido mínimo de 5 km para los VTC,taxistas madrileños,negative,negative,neutral
1825370.0,"Pekín considera ""inaceptables"" las acusaciones de Google",Pekín,negative,negative,neutral
1686845.0,"La CNMV suspende Pescanova, que reconoce discrepancias entre su contabilidad y su deuda",PESCANOVA,negative,negative,neutral
1802423.0,Trabajo no cree que Díaz Ferrán se presente a la reelección de la CEOE,Díaz Ferrán,negative,neutral,neutral
42351.0,Jaime Echegoyen abandona la presidencia de Sareb y le sustituirá Javier García del Río,Jaime Echegoyen,negative,neutral,neutral
349796.0,Egea abandona sus funciones ejecutivas en Bankia tras concluir la integración con BMN,Egea,negative,neutral,neutral
359894.0,Fusión: Unicaja y Liberbank no descartan reducir su participación en Caser para evitar la ampliación,Unicaja Y LIBERBANK,positive,positive,neutral
93601.0,Alemania prohíbe a Mercedes vender su 'bufanda de aire',Alemania,negative,negative,neutral
1792020.0,Industria prohíbe revender las licencias de renovables,Industria,negative,negative,neutral
1151770.0,Damián Frontera deja de presidir Ainia tras 19 años,Damián Frontera,negative,neutral,neutral
1259723.0,Gamesa revive la pugna de Iberdrola con Siemens,Gamesa,negative,negative,neutral
1697390.0,YPF amenaza con denunciar a Brufau por repartir sobresueldos,YPF,negative,negative,neutral
1709147.0,"Hugo Barra, vicepresidente de producto de Android, deja la compañía",Hugo Barra,negative,neutral,neutral
1283074.0,Juan Colombás anuncia su retirada como alto ejecutivo de Lloyds,Juan Colombás,negative,neutral,neutral
1689325.0,"La troika discutió en 2011 aplicar quitas a los depósitos de dos bancos griegos, según la prensa",troika,positive,positive,neutral
115670.0,El Supremo rechaza la petición de Vodafone de anular la sentencia sobre las tasas que Madrid cobra a las operadoras,Supremo,negative,negative,neutral
116484.0,La Fiscalía se querellará contra Forcadell por desobediencia y prevaricación,Fiscalía,negative,negative,neutral
1287729.0,Baqueira redujo esquiadores el pasado invierno y ganó un 15% menos,Baqueira,negative,negative,neutral
1897507.0,Qantas cancela un pedido de aviones de Boeing por 6.800 millones,Qantas,negative,negative,neutral
777506.0,El rescate no ayuda a Lufthansa,LUFTHANSA,negative,negative,neutral
1575638.0,"Iberia, Globalia, Swissport, Menzies y Acciona compiten por el ""handling"" de Aena","Iberia, Globalia, Swissport, Menzies y Acciona",neutral,neutral,neutral
96935.0,Los 'hedge' sueltan el 1% de Banco Popular tras el último desplome,hedge',negative,negative,neutral
134505.0,El M&A se impondrá a las salidas a Bolsa en 2017,M&A,negative,negative,neutral
3961589.0,EEUU torpedea la mayor operación corporativa de Iberdrola en el extranjero,EEUU,positive,negative,neutral
1832944.0,IAG niega estar negociando la compra de la portuguesa TAP,IAG,negative,negative,neutral
1789125.0,Bancaja perjudica la defensa de Iberdrola contra ACS,Bancaja,negative,negative,neutral
818221.0,Trump alerta del riesgo para la industria petrolera si Biden gana las elecciones,Trump,negative,neutral,neutral
792552.0,"Atlantia: El fondo TCI denuncia en Bruselas la ""expropiación""",fondo TCI,negative,negative,neutral
1829975.0,Moody's rebaja dos escalones la deuda senior y los depósitos de CAM,Moody's,negative,negative,neutral
1490440.0,"Villar Mir reduce al 24,3% su participación en Colonial",Villar Mir,negative,neutral,neutral
5076009.0,Tesla y JPMorgan acaban en los tribunales por un tuit de Elon Musk,Tesla Y JPMORGAN,negative,negative,neutral
1698324.0,La justicia europea quiere condenar a España por aplicar mal el IVA a las agencias de viajes,España,negative,negative,neutral
1019793.0,"Alarma en los fondos por el ""intervencionismo"" en energía; Muface, en el punto de mira y otras noticias",fondos,negative,negative,neutral
1264896.0,Marina D'Or rompe la negociación con el fondo catarí Sama,Marina D'Or,negative,negative,neutral
92653.0,Park Street se echa atrás y descarta su entrada en el capital de Husa,Park Street,negative,negative,neutral
1895003.0,Fitch baja dos escalones el rating de Sabadell tras la compra de CAM,Fitch,negative,negative,neutral
6107856.0,Capital Energy y Factorenergia descartan por ahora salir a Bolsa,Capital Energy,negative,negative,neutral
59135.0,El Real Madrid se opone al acuerdo de LaLiga con CVC,Real Madrid,negative,negative,neutral
1865902.0,De Guindos dimite como consejero de Banca Mare Nostrum y Endesa tras ser nombrado ministro,De Guindos,positive,neutral,neutral
404583.0,Fiat Chrysler retira su propuesta de fusión con Renault,Fiat Chrysler,negative,negative,neutral
4234061.0,"Bancos y tecnológicas, cara y cruz en Bolsa al inicio de año",Bancos,negative,negative,neutral
1864760.0,Crédit Agricole no descarta la venta de su participación en Bankinter,Crédit Agricole,negative,negative,neutral
767641.0,"El coronavirus lastra la solvencia de Mapfre que cae 9,6 puntos hasta el 177%",MAPFRE,negative,negative,neutral
164755.0,Operación salida: los bajistas retiran el 50% de sus apuestas en Sabadell,bajistas,negative,negative,neutral
516978.0,Vivendi recurre a la justicia para votar contra la fusión en Mediaset,Vivendi,negative,negative,neutral
1590905.0,Jenaro García niega haber vendido acciones de Gowex este año,Jenaro García,negative,negative,neutral
1686509.0,El regulador checo suspende la subasta de frecuencias de móvil en la que pujaba Telefónica,regulador checo,negative,negative,neutral
1788539.0,"Orange y Vodafone, obligadas a modificar o retirar sus campañas",Orange Y VODAFONE,negative,negative,neutral
1821882.0,Bancos y cajas pelean por captar 18 millones de nóminas,Bancos,positive,neutral,neutral
1460048.0,Apple advierte a los inversores de una posible multa por su acuerdo fiscal en Irlanda,Apple,negative,negative,neutral
5147332.0,Fitch rebaja la nota de Enel y Endesa pero mantiene perspectiva,Fitch,negative,negative,neutral
1818643.0,El rally inmobiliario sufre un vuelco: del +16% al -13% en Urbas,rally inmobiliario,negative,negative,neutral
610060.0,Cerberus presiona para que deje el cargo el presidente de Deutsche Bank,Cerberus,negative,negative,neutral
1892598.0,Moodys estudia rebajar la nota de PSA Peugeot-Citroën,Moodys,negative,negative,neutral
1844410.0,Competencia obliga a BAA a vender dos de sus aeropuertos británicos,Competencia,negative,negative,neutral
1820702.0,Daniel Anido deja la dirección de la Cadena Ser,DaniEL Anido,negative,negative,neutral
144559.0,"Moody's ve ""negativa"" para el crédito la modificación de la Ley de Cajas y Fundaciones Bancarias",Moody's,negative,negative,neutral
1867672.0,Francia decidirá antes de finales de mes si crea una tasa sobre las transacciones financieras,Francia,negative,negative,neutral
7032.0,Ryanair recurre ante el TJUE el rescate del Gobierno a Air Europa,Ryanair,negative,negative,neutral
1835875.0,UGT amenaza con protestas en Pamesa por el convenio,UGT,negative,negative,neutral
1862379.0,La gran banca se resiste a pujar por la CAM y sitúa al Sabadell como favorito,gran banca,neutral,neutral,neutral
1155105.0,Pimco aúna a grandes fondos contra Popular tras perder 279 millones,Pimco,negative,negative,neutral
792472.0,Por qué trasladan Santander y BBVA la guerra de las hipotecas a México,Santander y bbva,negative,negative,neutral
1854126.0,Ezentis Infraestructuras no lograr convencer a los acreedores,Ezentis Infraestructuras,negative,negative,neutral
1168953.0,La banca inicia septiembre con una gran batalla comercial por el ahorro,banca,positive,negative,neutral
1576085.0,Agbar excluirá de Bolsa a Aigües de Sabadell,Agbar,negative,negative,neutral
1810661.0,La bolsa castiga a los bancos por su exposición a la deuda,bolsa,negative,negative,neutral
1905781.0,Europa eleva sus defensas contra las fusiones y adquisiciones,Europa,negative,negative,neutral
424871.0,"La Fed, preocupada por el banco malo de Deutsche Bank",Fed,negative,negative,neutral
1832481.0,El 'efecto contagio' es la principal razón de la subida de los CDS españoles,efecto contagio',negative,negative,neutral
1878707.0,Antonio Galadí dimite como presidente de los empresarios sevillanos,Antonio Galadí,negative,neutral,neutral
1882018.0,"Antonio Mayor, reelegido presidente de Hosbec",Antonio Mayor,positive,neutral,neutral
6625082.0,La CNMV suspende la cotización de Mediaset por una posible oferta de Berlusconi,CNMV,negative,negative,neutral
1697140.0,Deloitte podría pedir dos meses más para elaborar el informe de Pescanova,DELoitte,neutral,neutral,neutral
767665.0,"Orange no contempla presentar una contraoferta por MásMóvil tras la opa de KKR, Cinven y Providence",Orange,negative,negative,neutral
42434.0,"Bruselas, contra Apple, Amazon, Google y Facebook",BrusELas,negative,negative,neutral
1855293.0,Samsung contraataca y amenaza con denunciar el iPhone 4S de Apple por violación de patentes,Samsung,negative,negative,neutral
1886756.0,La auditoría multiplica por siete las pérdidas en 2011 de Cleop,auditoría,negative,negative,neutral
798399.0,La SEC investiga la comunicación de Kodak sobre el préstamo de 650 millones,SEC,negative,negative,neutral
1884023.0,"Bolivia dice que pagará una suma ""pequeña"" o incluso ""nada"" a REE",Bolivia,negative,negative,neutral
1701065.0,"Brasil congela el peaje de cuatro autopistas de Abertis, que recibirá compensaciones",Brasil,neutral,positive,neutral
416337.0,"Tim Cook, CEO de Apple: Google y Facebook deben asumir el ""caos"" que han creado",Tim Cook,negative,negative,neutral
1604402.0,"El juez Andreu dice que Blesa y Rato habrían ""consentido y propiciado"" el uso de las tarjetas 'black'",Blesa Y RATO,negative,neutral,neutral
1721833.0,Brasil no acepta la presencia de Telefónica en Vivo y Telecom Italia,Brasil,negative,negative,neutral
1840587.0,"EEUU estrecha el cerco a Google: sus acciones pierden un 2,5%",GOOGLE,negative,negative,neutral
1881521.0,"Misión imposible para Movistar, Vodafone y Orange","Movistar, VODAFONE Y ORANGE",negative,negative,neutral
1787839.0,Competencia advierte de posibles dificultades en la fusión de Telecinco con Cuatro,Competencia,negative,negative,neutral
1880107.0,"La tabletas ""canibalizan"" el mercado de netbook, que cayó un 50% en el primer trimestre de 2012",tabletas,positive,neutral,neutral
1820884.0,La inversión puBlicitaria cierra 2010 sin signos de mejora,inversión puBlicitaria,negative,negative,neutral
353781.0,"Letterone a los analistas: ""No vamos a mejorar el precio de la opa sobre Dia""",Letterone,negative,negative,neutral
1817781.0,ACS se personará como demandada en el proceso de Iberdrola en el Supremo,ACS,negative,negative,neutral
1716777.0,El Gobierno vasco asegura que está a la espera de que se le comunique el cierre de Fagor,Gobierno vasco,neutral,neutral,neutral
133038.0,Los accionistas cargan contra Ron y exigen responsabilidades a la antigua cúpula,accionistas,negative,negative,neutral
3168521.0,Reino Unido inhabilita a un 'broker' por manipular el Libor,broker',negative,negative,neutral
1714436.0,"Itaca, primer instituto tecnológico que suspende pagos",Itaca,negative,negative,neutral
6513130.0,"Exhiben en redes mercado negro de cuentas de Uber, Didi y Cabify con 5 estrellas",mercado negro de cuentas,negative,negative,positive
4812370.0,YouTube podría eliminar la publicidad dirigida a niños de sus opciones,YouTube,positive,neutral,positive
4040824.0,"Tretas del home office: es furor Del “mouse jiggler”, dispositivo para hacer creer que estás trabajando",“mouse jiggler”,negative,negative,positive
1717685.0,Grecia vive la quinta huelga general del año contra los recortes,Grecia,negative,negative,positive
173913.0,Auriga devuelve el dinero de su fondo afectado por fraude,Auriga,positive,positive,positive
4532798.0,Bélgica se plantea dar marcha atrás a su plan de cierre nuclear,Bélgica,negative,negative,negative
5057402.0,"Spotify, un “mal necesario” para muchos artistas",Spotify,negative,negative,positive
553375.0,Bolsonaro vive mañana su primera huelga general por la reforma de pensiones,Bolsonaro,negative,negative,positive
4893302.0,"Díaz Ferrán, condenado a dos años de cárcel por apropiarse del dinero de los clientes de Marsans",Díaz Ferrán,negative,negative,positive
1279502.0,"La conciencia ecológica, la última turbulencia para las aerolíneas",conciencia ecológica,negative,negative,positive
356272.0,Economía plantea que los bancos paguen una tasa por cada reclamación que reciban,bancos,negative,neutral,positive
1799851.0,Bruselas exige a España que suprima la tasa de TVE,España,negative,neutral,positive
5970624.0,"Netflix, Amazon, Facebook... así es la batalla de las tecnológicas por captar tu atención","Netflix, AMAZON, FACEBOOK",positive,neutral,positive
60559.0,Ryanair reactiva la guerra de precios entre las 'low cost',Ryanair,positive,neutral,positive
1804759.0,El día en que Canadá renegó del libre mercado,Canadá,positive,negative,positive
98988.0,Mediolanum reabre la batalla de las cuentas sin comisiones,Mediolanum,positive,neutral,positive
1898216.0,El Estado recaudará 2.000 millones de euros menos de lo que espera por la subida del IVA,Estado,negative,negative,negative
1850396.0,Orange contraataca a Movistar y rebaja también el precio del ADSL,Orange,positive,neutral,positive
1879405.0,El sector servicios se contrae en marzo por noveno mes seguido,sector servicios,negative,negative,negative
124587.0,"AIReF: Aragón, Cataluña, Extremadura, Murcia y Valencia podrían incumplir el déficit de 2017","Aragón, Cataluña, Extremadura, Murcia y Valencia",negative,negative,negative
1124345.0,Unicaja cifra en 130 millones el impacto de las cláusulas suelo,Unicaja,negative,negative,positive
1828884.0,"BBVA, Caixa Galicia y Cajamar ya no pueden cobrar el 'suelo' de las hipotecas a sus clientes",BBVA,negative,neutral,positive
78106.0,MyInvestor y Openbank llevan al límite la guerra hipotecaria,MyInvestor Y OPENBANK,positive,neutral,positive
3433995.0,Volkswagen dejará que sus coches trucados contaminen un año más,Volkswagen,negative,neutral,negative
3682566.0,Starbucks protagoniza megacontagio de COVID-19,Starbucks,negative,neutral,negative
3691210.0,"Lista de morosos 2021: entran Carlo Ancelotti e Ildefonso Falcones, sale Neymar y reaparece Rodrigo Rato",Lista de morosos,negative,neutral,negative
3806091.0,Best Buy ya no quiere que vayas a su tienda y ha tomado esta decisión,Best Buy,negative,neutral,negative
3860627.0,Galicia afronta la crisis de Alcoa y Alu Ibérica con el precio del aluminio disparado,Galicia,negative,negative,neutral
4423670.0,‘Videoescándalo’ toca a familia de AMLO: captan a su hermano y a David León en entrega de dinero,familia de AMLO,negative,neutral,neutral
4526538.0,Nuevo mazazo para el consumidor: suben las comisiones por descubierto de las entidades bancarias a pesar de haber sido declaradas como abusivas,comisiones por descubierto,positive,neutral,negative
4526574.0,Una nueva estafa relacionada con Bizum puede hacerte perder mucho dinero,Bizum,negative,negative,negative
4573155.0,El Gobierno de EEUU investiga 11 accidentes supuestamente provocados por el piloto automático de Tesla,piloto automático de Tesla,negative,neutral,negative
4582584.0,"""La restauración es un sector muy poco actualizado tecnológicamente""",restauración,negative,neutral,neutral
4594012.0,La negociación del salario mínimo se retrasa por la falta de apoyos para la reforma laboral,negociación dEL salario mínimo,negative,neutral,negative
4666755.0,"Google ha empezado silenciosamente a escanear todas tus fotos para identificar textos, pero podría estar incumpliendo el GDPR al no haberte pedido permiso primero",Google,negative,negative,negative
4788185.0,Revelan que el Club de París le hizo un pedido especial al Gobierno para que acuerde con el FMI,Club de París,neutral,neutral,neutral
4867970.0,Los cuatro directivos de Repsol investigados por el vertido no podrán salir de Perú durante 18 meses,directivos de Repsol,negative,neutral,neutral
4893312.0,Renfe y Adif se preparan para una nueva jornada de paros parciales,Renfe,negative,neutral,negative
5178066.0,La empresa valenciana Jeff despedirá a más de un centenar de empleados,empresa valenciana Jeff,negative,neutral,negative
5278419.0,Propietarios y promotores rechazan la paralización de los desahucios,Propietarios y promotores,negative,neutral,negative
5456408.0,Universidades privadas adaptan su negocio y se enfrentan al fantasma de la deserción estudiantil,Universidades privadas,negative,neutral,negative
5545003.0,Alentar y desarrollar a las mujeres no es una prioridad en la industria automotriz,mujeres,negative,neutral,negative
5589299.0,69 pesos la naranja; Walmart acepta que vende cara la fruta con este letrero,Walmart,negative,neutral,negative
5589376.0,A partir de hoy Netflix sube sus tarifas en México,Netflix,negative,neutral,negative
5875116.0,El protocolo de Apple y Google que usa RadarCOVID no se ha auditado al completo: en Países Bajos piden que se exijan más garantías antes de activar su app de rastreo,RadarCOVID,negative,neutral,negative
6400624.0,ArcelorMittal paraliza su planta de Olaberría-Bergara por el elevado coste de la energía,ArcELorMittal,negative,neutral,neutral
6402076.0,Muestran la existencia de la brecha salarial con esta campaña por el 8M,existencia de LA brecha salarial,negative,negative,negative
6424985.0,La industria de la conserva de pescado se queda sin aceite de girasol,industria de LA conserva de pescado,negative,neutral,neutral
6572132.0,Profeco suspende gasolineras de Shell por irregularidades,gasolineras de ShELl,negative,neutral,neutral
5316199.0,Fábrica de productos de aluminio Alunasa despidió a sus empleados,Alunasa,negative,neutral,negative
4213199.0,AMLO ordena investigación por corrupción en PF; revela compra a sobreprecio,AMLO,negative,neutral,neutral
5515390.0,Consumidora acude con un termo ajeno a Starbucks México y la marca le niega café,Starbucks México,negative,neutral,negative
3061862.0,Caixabank enfila un nuevo ERE con hasta 2.000 despidos en el horizonte,Caixabank,negative,neutral,negative
309242.0,"Las mujeres ganan 6.000 euros anuales menos que los hombres, según CC OO",mujeres,negative,neutral,negative
4739501.0,"Nueva oleada de demandas contra Google en EEUU: acusan a la multinacional de ser ""engañosa"" sobre los datos de geolocalización que colecta de sus usuarios",Google,negative,negative,negative
6491795.0,Empresas Banmédica se retira de la Asociación de Clínicas y eleva tensión en el sector salud,Empresas Banmédica,negative,neutral,neutral
4492229.0,Los autónomos denuncian que el cambio de los requisitos de las ayudas directas es un «bluf»,autónomos,negative,neutral,neutral
1002490.0,La Casa Blanca rompe las negociaciones con los republicanos sobre el plan de infraestructuras,Casa Blanca,negative,neutral,neutral
413936.0,El 'phishing' llega a la Agencia Tributaria,phishing',negative,neutral,neutral
1454733.0,Sabadell cierra el ERE con un 61% de prejubilaciones,SabadELL,negative,neutral,negative
1164929.0,"Isolux cierra el ERE voluntario con 356 salidas, por debajo del objetivo",Isolux,negative,neutral,negative
4515004.0,INE reconoce fallas en ubicación del 5% de mesas para consulta,INE,negative,neutral,neutral
1910996.0,ArcelorMittal y los sindicatos pactan un ERTE y la congelación salarial,ArcELorMittal,negative,neutral,negative
363164.0,Lacoste presenta un ERE que afecta al 74% de la plantilla de su filial española,Lacoste,negative,neutral,negative
509138.0,Los españoles destinan cuatro de cada diez euros del salario al pago de impuestos,españoles,negative,neutral,negative
4923203.0,H&M cierra su ejercicio con un 28% menos de ventas en España que antes del pandemia y 21 tiendas menos,H&M,negative,neutral,negative
5040682.0,El Gobierno reconoce retraso en los compromisos con el ferrocarril en Cantabria pero dice que requiere ‘rigurosidad’,Gobierno,negative,neutral,negative
289185.0,"Airbus prevé trasladar o suprimir 3.600 empleos, afectará a la planta de Sevilla",Airbus,negative,neutral,negative
1040650.0,El Ejecutivo prorroga las condiciones de la jubilación anticipada de los despedidos antes de 2013,Ejecutivo,negative,neutral,negative
121357.0,Plan de ajuste en Airbus España: 360 afectados,Airbus España,negative,neutral,negative
3187091.0,‘En AL hay hambre por falta de ingresos y por la desigualdad económica’: FAO,AL,negative,neutral,negative
1817627.0,Los despedidos podrán calcular su pensión con un período superior a 25 años,despedidos,positive,neutral,positive
45061.0,"La presión residencial crecerá un 10% en Baleares, Canarias o Madrid en 2035",presión residencial,negative,neutral,negative
1793236.0,"Citi cree que los Presupuestos ""no dejan mucho margen"" al Gobierno para aumentar la inversión pública",GOBIERNO,negative,neutral,negative
3110323.0,Merkel pide a Italia medidas de ajuste inmediatas,Italia,negative,neutral,negative
19452.0,"El Corte Inglés adelanta el cierre a las 20:00 horas en Madrid, Albacete y Guadalajara por el temporal",Corte Inglés,negative,neutral,negative
4461408.0,En estos países Netflix subirá los precios de su suscripción; esto costará el acceso a la plataforma,Netflix,positive,neutral,negative
692064.0,Ucrania cancela temporalmente sus vuelos directos a China por el coronavirus,Ucrania,negative,neutral,negative
19426.0,La banca española ya cobra a los particulares por sus depósitos: BBVA abre la veda,banca española,negative,negative,negative
375612.0,"Caja Madrid blindó a Rodrigo Rato con más de 2,7 millones anuales",Caja Madrid,negative,neutral,neutral
1197706.0,"Los pensionistas extremeños, entre los menos beneficiados por la rebaja en el IRPF",pensionistas extremeños,negative,neutral,negative
337751.0,Vodafone rechaza ofrecer la Champions y el Partidazo aunque emitirá 8 partidos de Liga,Vodafone,negative,neutral,negative
654342.0,Hackean miles de cuentas de Disney+ y sus contraseñas se ponen a la venta en la Dark Web,Disney+,negative,neutral,negative
6488258.0,Uniqlo suspenderá temporalmente operaciones en Rusia,Uniqlo,negative,neutral,neutral
244257.0,«El sistema actual va a mandar a la pobreza a la mayoría de los futuros pensionistas»,sistema actual,negative,neutral,negative
3098368.0,Trabajar deja de ser garantía contra la pobreza,Trabajar,negative,neutral,negative
629586.0,Gayo (Telefónica): 50 % de gente no tiene conectividad pese a tener cobertura,Gayo,negative,neutral,negative
1301155.0,"Air Nostrum comunica a la plantilla que deja de volar ""hasta nuevo aviso"" por el coronavirus",Air Nostrum,negative,neutral,negative
1795262.0,Ingresos fiscales bajo mínimos,Ingresos fiscales,negative,neutral,neutral
4458469.0,Activision Blizzard enfrenta una nueva demanda por acoso sexual y discriminación,Activision Blizzard,negative,neutral,neutral
4411668.0,El ministro Soria insiste en negar que estuviera invitado a sus vacaciones en República Dominicana,ministro Soria,negative,neutral,neutral
348637.0,American Airlines amplía las cancelaciones de vuelos por la crisis del Boeing 737,American Airlines,negative,neutral,negative
381966.0,El Banco Santander aumenta los despidos en 460 personas,Banco Santander,negative,neutral,negative
1023936.0,"Presidencia UE ve ""difícil"" acuerdo concesiones servicio público",Presidencia UE,negative,neutral,negative
3432579.0,Pedro Sánchez engorda la nómina de altos cargos,Pedro Sánchez,negative,neutral,neutral
1165407.0,"EEUU crea menos empleo del previsto en agosto y la tasa de paro repunta al 4,4%",EEUU,negative,neutral,negative
220183.0,"La Seguridad Social pierde 27.016 afiliados extranjeros en enero, su menor descenso desde 2008",Seguridad Social,positive,neutral,positive
3203993.0,Los bancos no venden ni los pisos rebajados dos veces,bancos,negative,neutral,neutral
3091358.0,La OCDE pide más precariedad laboral en España,OCDE,negative,neutral,negative
1807772.0,"La región genera el 64,9% de los parados mayores de 45 años",región,negative,neutral,negative
601705.0,"Jornada de caos en Renfe Cataluña,con 250 trenes y 100.000 viajeros afectados",Renfe Cataluña,negative,neutral,negative
3534284.0,"A una semana de Navidad, Grupo Expansión despediría a 80 trabajadores y cerraría 4 de sus títulos",Grupo Expansión,negative,neutral,negative
635818.0,Banco Santander cierra este viernes otras 175 oficinas por el ERE,Banco Santander,negative,neutral,negative
6059779.0,La Galicia urbana: 90.000 viviendas vacías y solo 2.000 en alquiler,Galicia urbana,negative,neutral,negative
364395.0,La chilena Paris se suma a los despidos temporales y prescinde de los empleados de tienda,chilena Paris,negative,neutral,negative
6321876.0,"Costa Rica, un país con un millón de trabajadores informales",Costa Rica,negative,neutral,negative
4618098.0,"Los sueldos cayeron en España el doble que en Europa durante 2020, por la destrucción de empleo fruto del impacto de la pandemia",suELdos,negative,neutral,negative
4543787.0,"""Emprender es una sucesión de sprints que a veces se encadenan como si fuera uno muy largo""",Emprender,negative,neutral,negative
63696.0,"Sabadell plantea un ERE de 1.900 empleados en España, un 13% de la plantilla",SabadELl,negative,neutral,negative
5829745.0,El Gobierno pone fin a las quitas de alquiler y prórrogas de contratos por covid a las familias vulnerables,Gobierno,negative,neutral,negative
2437792.0,Endesa desconecta la próxima semana la central térmica Litoral de Carboneras en Almería,Endesa,negative,neutral,neutral
5577276.0,"""No creo que el comercio electrónico sea un progreso, sino una degradación social y ecológica"", declaró Paul Magnette.",comercio eLEctrónico,negative,neutral,negative
1010034.0,Euskadi dispara su deuda pública casi un 22%,Euskadi,negative,neutral,negative
5262145.0,Novavax incumple con la entrega de 2.000 millones de vacunas contra el Covid prevista,Novavax,negative,neutral,negative
127691.0,"Extremadura, la región que menos empleo creará en la campaña de rebajas",Extremadura,negative,neutral,negative
4711553.0,Mexicanos desconocen cómo funcionan las criptomonedas,Mexicanos,negative,neutral,negative
36490.0,Duro Felguera se enfrenta a otro arbitraje por una central sin terminar de 430 MW en Rumanía,Duro FELguera,negative,neutral,neutral
170369.0,PepsiCo cierra su planta embotelladora en Mallorca,PepsiCo,negative,neutral,negative
1831450.0,"Murcia ""monetizará"" sus autovías y venderá bienes para ahorrar 1.000 millones",Murcia,negative,neutral,negative
4048457.0,"TikTok crece a ritmo constante, pero preocupación por el uso de los menores aún aleja a las marcas",TikTok,negative,neutral,negative
3196176.0,Pikolin aplicará un ERTE sobre toda su plantilla,Pikolin,negative,neutral,negative
4518494.0,Ford avisa a la plantilla de que vienen años con poca carga de trabajo,Ford,negative,neutral,negative
4739628.0,Elon Musk manda emails internos de 3 letras que aterrorizan a los ejecutivos de Tesla,ELon Musk,negative,neutral,negative
1029414.0,Los pensionistas pagarán 1.000 euros más al año por el coste de su cuidador si se sube el salario mínimo,pensionistas,negative,neutral,negative
6558102.0,Cargill cerró planta de Pipasa en La Garita y despidió a 39 personas,Cargill,negative,neutral,negative
1050326.0,Las tiendas pueden rechazar el pago con tarjeta en rebajas y las devoluciones sin defectos,tiendas,negative,neutral,negative
1493886.0,Microsoft eliminará 9.000 empleos con el cierre de dos fábricas en China,Microsoft,negative,neutral,negative
767716.0,"La medicina tradicional y el mercado negro, dos serias amenazas para especies en peligro como el pangolín",MEDICINA TRADICIONAL Y EL mercado negro,negative,neutral,neutral
15339.0,La incertidumbre vuelve a castigar a los jóvenes,incertidumbre,negative,neutral,negative
1569972.0,Báñez asegura que Cataluña es la CCAA que más dinero debe a los autónomos: 800 millones,Cataluña,negative,neutral,negative
